comment_id;content;likes;dislikes;votes;avg;std;label;char-qty;word-qty;legibility-index
3837;os fatos e as provas já foram apurados e julgados e, o robinho condenado em primeira instancia, ele já é culpado, ainda tem outras instancias pra ele se defender. Se estivesse na Italia estaria recorrendo preso. Com os audios da polícia italina, vc acha que ele vai conseguir reverter de algum jeito a condenação??? Lindo é ver brasileiro defender o transito em julgado, logo aqui no país da impunidade, isso que é hipocrisia, ou sindrome de estocolmo coletiva!;0.0;0.0;3;0.0;0.0;0;461;78;229.71
57;Eu queria saber da mulher do BOZO oque ela acha disso ?;3.0;2.0;2;0.0;0.0;0;55;12;229.6
3071;bahia não à respeito, trair é cultural, já as musicas são lamentáveis;1.0;0.0;3;0.3333333333333333;0.5773502691896257;0;69;12;223.62
2404;Vão querer cota tbm ???;17.0;1.0;3;1.0;0.0;1;23;5;226.84
1313;Escola deveria ser um centro de conhecimento, aquele que agrega, que prepara crianças e jovens para um futuro decente. Infelizmente no Brasil se tornou apenas centros de adestramento a moda Marx, e preparam nossos jovens para futuras militâncias políticas nas faculdades, que também é outro caso perdido.;3.0;3.0;5;0.2;0.4472135954999579;0;304;47;230.08
19;Nunca mais a esquerda criminosa vai governar o Brasil.;8.0;7.0;3;0.0;0.0;0;54;9;230.3
2721;Chola mais, gado do presidiário.;;;3;1.0;0.0;1;32;5;212.46
3834;Que isso rapaz, não tem ninguem na terra doido o suficiente pra pegar ela, nem o maniaco do parque;1.0;0.0;3;1.0;0.0;1;98;19;229.05
824;...;0.0;1.0;3;0.0;0.0;0;3;1;0.0
1262;Pobre o povo que não entende uma ironia...rssss. ;8.0;1.0;4;0.75;0.5;1;49;9;214.4
357;Buá buá ;3.0;1.0;3;0.6666666666666666;0.5773502691896257;1;8;3;204.5
2366;elas são minoria porque querem, nenhum homem obriga elas a estudar administração ou outra area, eu estudo ADS e tem mulheres na minha sala, então vamos parar de mimimi pfv rede E S G O T O de televisão...;5.0;1.0;3;1.0;0.0;1;204;39;230.26
769;Geralmente feministas são feias, gordas e por isso não recebem cantadas. Agora quem que as mulheres bonitas também não recebam. Não passam de invejosas.;11.0;5.0;3;1.0;0.0;1;152;24;228.65
266;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";10.0;1.0;7;0.2857142857142857;0.4879500364742666;0;107;21;227.39
2543;Não tem nada pra fazer essa atriz? Vai trabalhar! ;19.0;9.0;4;1.0;0.0;1;50;10;217.59
1287;Se o alistamento militar passar a ser obrigatório para mulheres, as feministas serão  as primeiras a reclamar.;76.0;19.0;4;0.75;0.5;1;110;18;230.25
1550;Mulheres!!!!!;26.0;4.0;4;0.75;0.5;1;13;1;163.22
3855;Quem decide, é a justiça. Ele tem que pagar.Agora, não é uma goiabeira que vai dizer o que deve ser feito...;3.0;0.0;3;0.6666666666666666;0.5773502691896257;1;108;21;224.43
3840;Tem é que pedir a EXTRADIÇÃO dele para a Itália, e lá as autoridades locais decidirão o que fazer.;0.0;0.0;3;0.3333333333333333;0.5773502691896257;0;98;19;230.29
366;FEIÚRA É APELIDO !;0.0;2.0;3;1.0;0.0;1;18;4;223.62
307;Ó comedia... kkkkkk ;4.0;1.0;3;0.3333333333333333;0.5773502691896257;0;20;4;190.91
3199;QUANDO VAI SAIR OUTRO LIVRO ?? QUANDO CHEGAR AO 320 ??;0.0;0.0;3;0.3333333333333333;0.5773502691896257;0;54;11;227.87
4078;Essa situação veio a público. A sociedade não sabe como funciona o judiciário. Criar crime institucional é asneira e das grandes. O Congresso deve, em caráter de urgência, inserir na legislação processual a obrigação do Judiciário FILMAR e CAPTAR áudio de todas as audiência, entregando cópia às partes, dando-lhes também o direito de gravar o ato na íntegra, mesmo que o feito tramite em sigilo. O mesmo deve ser adotado para todos os órgãos de segurança pública, especialmente na captura e nos interrogatórios e depoimentos, além da obrigatoriedade da presença de um advogado na delegacia.;9.0;0.0;3;0.0;0.0;0;591;95;230.11
91;Ela deveria era mandar o macron calar a boca e cuidar dos franceses em vez de ficar afrontando a soberania dos outros. Se a falta de beleza dela ficou em evid%encia é graças a má postura desse tal marido que ela tem;9.0;5.0;3;1.0;0.0;1;215;42;223.49
305;VIVA O PÃO  COM   M.O.R.T.A.D.E.L.LA.....;4.0;1.0;3;0.0;0.0;0;41;8;95.99
743;  EU   QUERO  VER  TU  FAZER  ISSO ...só papo...;2.0;3.0;3;0.0;0.0;0;48;16;223.62
1484;Ótima iniciativa, pois muitos ainda temem, a falar sobre esses assuntos na mídia.;18.0;5.0;4;0.0;0.0;0;81;13;224.91
3986;Parabéns as autoras deste anteprojeto de lei. O Brasil precisa avançar e essas nobres deputadas estão prestando um excelente serviço para tanto. Agora penso que as autoridades competentes precisam fazer uma quebra do sigilo bancário, telefônico e outros pertinentes às apurações por que esse juiz e esse promotor, como que pediu para sair do caso, dando lugar o ao outro não devem ter feito esses absurdos a troco de nada. Isso está me cheirando a venda de sentença. Me desculpa quem pode se sentir ofendido, mas é minha desconfiança e penso que deve ser apurada.;1.0;0.0;3;0.0;0.0;0;563;95;230.11
10;se é que dormem na mesma cama... kkkkkkkkkk;6.0;1.0;3;0.3333333333333333;0.5773502691896257;0;43;8;223.62
1940;Não aparecem nomes de vítima e acusado...;1.0;2.0;4;0.25;0.5;0;41;7;229.64
3068;Engraçado na reportagem pode falar cor...... mas nos comentários não que hipocrisia;2.0;0.0;3;0.0;0.0;0;83;12;228.65
2636;Abaixo tem uma noticia que o marido (empresario) foi morto pela esposa.Sabe qual foi a pena ? Nenhuma...;;;3;0.6666666666666666;0.5773502691896257;1;104;18;228.65
1602;Ele errou sim, onde que ela é bonita ?;17.0;0.0;3;1.0;0.0;1;38;9;225.47
2773;O MUNDO TA CHATO;5.0;0.0;4;0.75;0.5;1;16;4;223.62
2544;quem não tem que fazer é quem da ibope pra ela aff;6.0;2.0;3;0.3333333333333333;0.5773502691896257;0;50;12;229.6
823;Uma pessoa que não sabe sequer escrever, não dá para pedir que faça coisa mais complexa, como pensar. ;1.0;6.0;3;0.3333333333333333;0.5773502691896257;0;102;19;225.47
50;Ofensa maior é ameaçar tomar uma região totalmente soberana de outra nação, mas deixa pra lá, brasileiro adora ficar contra o país sempre.;9.0;8.0;3;0.0;0.0;0;138;23;230.02
13;A maioria da população, que rejeita o desgoverno do Bozo, pede desculpas. Apenas os 29% de bozoasnos, que consideram bom esse desgoverno, não pedem. Ficam com seus perfis falsos e robôs de internet postando msgs. Ainda bem que na vida real eles estão sumindo.;23.0;15.0;3;0.0;0.0;0;259;44;227.87
1319;Toda feminista é mortadela filhote do Jean Willys com a Maria do Rosário.;14.0;3.0;3;1.0;0.0;1;73;13;229.13
1603;"Tinham que ter citado na reportagem a entrevista em que ela senta no colo do ""Drogo"" kkkk, hipócrita.";11.0;0.0;3;1.0;0.0;1;101;18;230.3
246;Fora esquisito;2.0;3.0;3;0.3333333333333333;0.5773502691896257;0;14;2;204.5
2770;Dois desconhecidos querendo seus 15 minutos de fama. E o Universa faz um carnaval em cima disso, não poderia ser diferente.;4.0;0.0;3;0.3333333333333333;0.5773502691896257;0;123;21;229.64
1942;Nunca vi coisa igual, o malandro agride a mulher por ciúmes do cabelo e da maquiagem! Só espero que essa mulher tenha amor próprio e mande pastar, e que ele responda por isso. ;211.0;9.0;5;0.0;0.0;0;176;34;229.32
2857;Mulheres cometem tantos crimes assim quanto homens. Não faz muitos dias uma mulher acelerou o seu automóvel contra o seu marido. Os casos são inúmeros, a única diferença é que quando uma mulher faz isso não tem juiz ou juíza para problematizar o caso.;3.0;0.0;3;0.6666666666666666;0.5773502691896257;1;251;44;229.98
2799;E quando é a mulher que assedia, que rouba o beijo, como fica? A gente pode ir na polícia e denunciar também?;3.0;0.0;3;1.0;0.0;1;109;22;227.87
1522;Não sei o que aconteceu, li apenas o título, mas às vezes, é tão difícil não tirar uma brincadeira com essas princesas. Sei que hoje em dia está na moda dizer que tudo é assédio mas, existem forma de abordar uma mulher, que não chegam nem a ser grosseiras. Eu, pelo menos, vivo fazendo certos cortejos, mas nem é pra maldar, é pq é instintivo, dizer algo legal pra esses seres graciosos. Às vezes, tiro brincadeira,s que não chegam a ser invasivas. Claro que eu estou sentindo atração, mas somos seres civilizados, e existem limites. Nunca exagero. Mas existem caras sem noção, que nem vou comentar.;77.0;41.0;3;0.3333333333333333;0.5773502691896257;0;599;106;226.39
2140;Se a conta do salão foi pro marido pagar...e se nunca se arrumou pro cara e derrepente resolveu se arrumar...mas pra outro...ah bichão perdeu a cabeça, era melhor ter pego outra baranguda desarrumada do q fazer isso ...Na boa mulher bonita g..osto..sa e suculenta é = melancia grande 1 só naum come sozinho.;5.0;22.0;4;1.0;0.0;1;307;53;229.34
355;Caracas, é feia mesmo. ;6.0;3.0;4;1.0;0.0;1;23;5;184.03
1967;Verdade seja dita!! mulher adora se envolver com homem tranqueira que não presta, principalmente quando são novinhas e gostosinhas.. homem direito sofre na mão delas.;18.0;2.0;4;1.0;0.0;1;166;25;228.96
2575;feminazi;6.0;4.0;4;0.75;0.5;1;8;1;163.22
2952;OK daqui 500 aos teremos um panorama da razão dessa violência.  A maioria dos homens seja qual for o grau de escolaridade, educação, etc. Não admite perder sua mulher (que na maioria dos casos não combinam com seus parceiros).;2.0;0.0;3;0.3333333333333333;0.5773502691896257;0;226;40;230.07
1006;É natural dos homens NORMAIS eu acrescentaria. ;1.0;0.0;3;1.0;0.0;1;47;8;221.11
2742;No Brasil 60 milhões estão no SPC com dívidas na média de 3 mil reais.....aí o Zé muito mamado dá uns tapas na patroa vai em cana e depois chega a conta, 60 mil reais, internação, medicamentos, sala cirúrgica, psicologo, vão inventar o eskambau.....sabe quando o liso que ganha 2 salários mínimos vai pagar NUNCA e no Brasil ninguém vai preso por dívida ele vai preso pelos tapas.;;;3;0.3333333333333333;0.5773502691896257;0;380;68;229.97
2683;Quem agrediu primeiro????????????;;;4;1.0;0.0;1;33;3;217.59
3046;Era tão mais simples, macho e fêmea. Agora se inventam nomenclaturas e axiomas para defini-los e acabam se tornado verdades sem fundamento nem base científica.;4.0;0.0;3;0.6666666666666666;0.5773502691896257;1;159;25;230.22
453;99 por cento da população é feia, então para que tanto falatório.;4.0;0.0;3;0.6666666666666666;0.5773502691896257;1;65;12;228.65
2099;Após apurada a verdade rapidamente, a pena deveria ser exemplar.;5.0;2.0;3;1.0;0.0;1;64;10;226.84
182;Sem peruca ela deve ficar linda...;2.0;2.0;4;1.0;0.0;1;34;6;228.65
1950;O QUE IMPORTA O TAMANHO,VC TEM LINGUA E DEDO PARA QUE?;1.0;19.0;5;0.4;0.5477225575051661;0;54;11;227.87
1549;Se chama de feia é ofendida  Se chama de bonita é assédio se chama de pretinhos é racismo se chama de gordinha não  sei mais o que essas mulheres de ofende por tudo a vai catar biquinho então. ;302.0;25.0;3;1.0;0.0;1;193;41;225.1
1474;Um redator que sabe bem o quanto o feminismo causa ódio e polêmica (logo, visualizações) na massa acéfala de leitores do G1;9.0;3.0;3;0.3333333333333333;0.5773502691896257;0;123;22;229.98
667;Uma mulher lesbica feminista é uma coisa, uma mulher hetero feminista é outra coisa. A lesbica irá te odiar, rapaz! A hetero você terá de conquista-la, meu jovem.;2.0;2.0;3;1.0;0.0;1;162;28;225.97
1613;"ela é feminista sim, é só olhar o Twiter, com aquele papinho de: ""todo homem é um estuprador em potencial''. Além disso, a entrevista que o Vin Diesel postou na íntegra não tem nada demais, inclusive ela brinca com ele antes do ocorrido, mostrando montagens!";4.0;1.0;3;1.0;0.0;1;258;45;229.15
4102;Boa noite! Ainda vai haver uma reviravolta neste caso. o culpado pelo o estrupo tem que ser punido. não a vitima. Aqui tem vários comentários de pessoas condenando a mulher. e defendendo o estuprador???  gente nojenta. A justiça tem que prevalecer a favor dessa mulher, que fui vitima de estrupo. .. .. ...;4.0;0.0;3;0.3333333333333333;0.5773502691896257;0;306;52;224.91
481;É pior do que se falasse! Ele mostrou que é mal educado e covarde!;10.0;4.0;4;0.0;0.0;0;66;14;229.64
1804;Isso tudo faz parte da evolução humana !;;;3;0.6666666666666666;0.5773502691896257;1;40;8;230.14
382;Isso sim é machismo. Usaram as mulheres para piadinhas. ;17.0;3.0;4;0.5;0.5773502691896257;-1;56;10;217.59
2675;Acabar com o feminazismo no Brasil e revisar as leis vigentes que el.@..s conseguiram criar já resolveria a questão . Coisa que os políticos jamais farão porque desconhecem o que é o verdadeiro feminismo ou porque precisam de fama e do valoroso voto feminino .;;;3;0.6666666666666666;0.5773502691896257;1;260;45;229.9
2526;ACHO MUITO ESTRANHO O FEMINISMO SER CONSIDERADO O MÁXIMO E O MACHISMO SER  UMA COISA RUIM;;;3;1.0;0.0;1;89;17;227.31
378;Não me preocupa tanto o que as bestas que estão no governo falam, mas  sim com as bestas que os escutam.;12.0;5.0;3;0.3333333333333333;0.5773502691896257;0;104;22;230.12
2579;Claro, imagina ela de topless, já estou pirando =D;19.0;6.0;4;1.0;0.0;1;50;9;217.59
2073;AS BONITAS QUE ME PERDOEM, MAS PREFIRO AS FEIAS.É MAIS FÁCIL DE DESCOBRIR AS TRAIÇÕES. TÁ NA CARA!;;;3;1.0;0.0;1;98;18;225.47
3717;"Aquele caso das crianças tocarem em um homem nu, também se caracteriza estupro de vulnerável e no entanto a rede esgoto classifica como ""arte""";5.0;0.0;3;0.0;0.0;0;142;24;229.6
1349;Quando os muçulmanos tomarem conta do Ocidente (graças à esquerda) aí talvez as feministas se ferrem!;3.0;9.0;4;0.75;0.5;1;101;16;227.31
799;- Uma tentativa não pode ser assédio. É uma tentativa apenas. - Se insistir vira assédio? - Sim. Mesmo assim, todos merecemos uma segunda chance, né? - Depende de como foi a primeira. Se foi de raspão, se podia ter sido melhor, merece uma segunda. Mas sem grosseria, meninas. ;4.0;2.0;3;0.3333333333333333;0.5773502691896257;0;276;50;221.11
1044;Toda pessoa de bom senso sabe a diferença entre assédio/agressão e cantada. O que as feministas desejam é exatamente apagar a linha que divide as duas coisas ou, no mínimo, transformá-la em algo MUITO vago.;7.0;1.0;4;0.75;0.5;1;206;35;230.29
4147;Fotos com Photoshop!;1.0;0.0;5;0.6;0.5477225575051661;1;20;3;217.59
3671;vc tem xanna....pra opinar assim;0.0;0.0;2;1.0;0.0;1;32;5;212.46
1848;A questão é que às vezes a mulher quer se produzir pra ficar apenas mais bonita. Outras vezes, elas fazem isso pra chamar a atenção de outros machos, deixá-los ouriçados. Pintam o cabelo e se maquiam e depois botam um caleçon fio-dental e querem que os maridos aceitem isso! Menti?;76.0;516.0;4;1.0;0.0;1;281;50;230.22
589;Sean Bailey estou contigo. Quero sair daqui assim que tiver condiçoes, antes que tenhamos que brigar por farinha e papel higiênico, como na Venezuela.;0.0;1.0;3;0.3333333333333333;0.5773502691896257;0;150;24;228.65
2925;Tem mulher que se coloca como propriedade do homem, achando argumentos ideológicos ou religiosos e temem sair da relação ao primeiro sinal de que algo vai mal. Se arriscam porque com a vizinha o marido mudou, então com ela vai ser igual.;0.0;0.0;3;0.3333333333333333;0.5773502691896257;0;237;42;230.12
4150;A culpa não é da profissão que as mulheres se interessem por outras coisas, da para ver que homens ficam fascinados com máquinas de guerra e em comandar homens pra uma morte sem sentido mas mulheres ficam fascinadas com seu cabelo e unhas, reclama com a natureza por fazer elas assim, não com os marinheiros.;0.0;0.0;3;0.6666666666666666;0.5773502691896257;1;308;55;228.73
1167;Nada que um pote de conserva bem fechado, um pneu de carro furado, um naufrágio de Titanic ou um front de batalha não resolva.;54.0;12.0;3;1.0;0.0;1;126;24;230.14
3702;Estupro coletivo. O estuprador, casado,  pai,  bolsonarista,  ainda debocha da justiça e invoca o nome de Deus para justificar o estupro.  Duro é ver outros bolsonaristas defendendo estuprador. Que tipo de Deus essa gente acredita? O trazido e tão amavelmente ensinado por JESUS claramente não é. A serviço de quem essa gente está?;14.0;0.0;3;0.0;0.0;0;331;51;227.07
682;a ideia dessa corja è trocar a filosofia cristã pelo neo ateismo de esquerda.camba de idiotas.;5.0;11.0;3;0.6666666666666666;0.5773502691896257;1;94;16;230.14
329;Exato, Clô. Não admitem, arrumam outra...;3.0;2.0;3;0.3333333333333333;0.5773502691896257;0;41;6;190.91
3728;Basta escutar a gravação para ver como esse mauCARÁTER éHORRENDO. Nessas horas é que se enxerga a índole doCANALHA. Entreguem esseCRIMINOSO à Justiça Italiana!;8.0;0.0;5;0.2;0.4472135954999579;0;159;24;230.14
44;...exceto os falastrões destes comentários. Que também não tem avós.;1.0;0.0;5;0.6;0.5477225575051661;1;68;10;226.84
1144;"Ué...ativismo só agora? Por que ele não fez isso lá atrás, antes de pegar o primeiro papel da carreira dele? Depois que já ficou milionário fica fácil ficar com ""ativismos"". E tem trouxa que ainda acredita nessas coisas...";4.0;4.0;3;0.6666666666666666;0.5773502691896257;1;222;38;229.05
3991;Para que precisamos de um poder chamado justiça? Para que? Vivemos a lei do estado de natureza que é o melhor..... ;0.0;0.0;3;0.0;0.0;0;115;21;227.39
2150;Não adianta, o cara tem o bimbim pequenino faz esse tipo de coisa, mulheres não tenha caso com esse tipo de homem, os caras se tornam uns covardes, e nesse país sem lei da nisso.;7.0;1.0;3;0.0;0.0;0;178;35;229.64
1585;feia desse jeito, deveria é agradecer a Deus por alguem dizer algo de elogio, so ve nariz nessa horrorosa, e ainda fica com essa frescura toda.;6.0;2.0;4;1.0;0.0;1;143;26;229.22
2598;O que uma pinga não faz..... ;0.0;0.0;4;0.75;0.5;1;29;7;217.59
2391;DESIGUALDADE OU FASCISMO ?? QUERER DAR MAIS DIREITOS A RAÇAS E SEXOS COM ESTA DESCULPA ESFARRAPADA ESQUERDISTA DE DESIGUALDADE NÃO PASSA DE FASCISMO VELADO !!!!;5.0;0.0;3;0.3333333333333333;0.5773502691896257;0;160;25;229.38
3950;VOCÊ É FÃ DO ADÉLIO ?;2.0;0.0;3;0.3333333333333333;0.5773502691896257;0;21;6;228.65
1987;São g.a.y.s q não se assumem ou impotentes (bro/chas);12.0;11.0;3;0.6666666666666666;0.5773502691896257;1;53;9;208.95
1022;sou mulher e concordo com elaa!;20.0;0.0;3;0.3333333333333333;0.5773502691896257;0;31;6;228.65
2951;Sentir frustração e não admitir devido a esse sentimento é normal e esperado. Não admitir ao ponto de virar violência é algo que só ocorre em uma minoria. Esses casos que viram feminicidio é que precisam de melhor estudo.;1.0;0.0;3;0.3333333333333333;0.5773502691896257;0;221;39;229.13
944;Esta mulher está de parabéns.já estão confundindo galanteio com estupro.;17.0;0.0;4;0.75;0.5;1;72;10;226.84
3035;Relacionamento sem sexo ,sempre existiu se chama amizade, tudo é muito simples as pessoas que querem complicar e reverter os conceitos das coisas.;4.0;0.0;4;0.0;0.0;0;146;23;230.02
2601;Essa fixação pelo Presidente é paixão encubada... ainda mais quem fala Bozo.;2.0;5.0;3;0.0;0.0;0;76;12;228.65
2760;Se não paga a conta vai preso. ;;;3;0.0;0.0;0;31;8;221.11
4028;O PROBLEMA DO BRASIL,É QUE RICO NÃO PUNE RICO.;4.0;0.0;3;0.0;0.0;0;46;9;225.47
948;OBRIGADO ( Catherine Deneuve e outras 99 francesas pelo 'direito' dos homens de cantarem as mulheres ) , ENFIM UMA VERDADEIRA MULHER! SEM PARANÓIA!;16.0;0.0;3;1.0;0.0;1;147;24;230.14
1540;"Com essa cabeça oca aih deve ser gerente de uma ""empresa"" de plásticos de 1,99";6.0;6.0;3;0.6666666666666666;0.5773502691896257;1;78;15;229.94
2540;carinha de tra e ainda faz muito sucesso kk. brincadeirinha kk;3.0;5.0;4;1.0;0.0;1;62;11;227.87
3107;Você acha que os 32 não gostaram?;1.0;0.0;3;0.3333333333333333;0.5773502691896257;0;33;7;229.64
3882;Só para deixar claro: se foi comprovado que o ato sexual não foi consentido pela mulher (independente de estar bêbada ou não), na minha opinião o Robinho deveria estar preso já no dia seguinte da comprovação e não essa morosidade toda da (in)Justiça em prorrogar o caso por 7 anos.;2.0;0.0;3;0.0;0.0;0;281;50;220.08
30;Eu sei que já foram no  google procurar quem diabo é Pavel Nedved!;0.0;0.0;3;0.3333333333333333;0.5773502691896257;0;66;14;229.13
2828;Se for o Bon Jovi não é assédio.;2.0;0.0;3;1.0;0.0;1;32;8;230.14
936;Concordo com ela em parte. Por outro lado, quase todas as acusações não foram negadas.Realmente, atualmente parece que o mundo é governado por assexuados. Mas a afirmação do jeito que foi feita acabou sendo meio infeliz. Fez parecer que a maioria dos casos depois do Weinstein fossem mentira.;2.0;0.0;3;0.3333333333333333;0.5773502691896257;0;292;48;229.54
